userid,vertexid,value
Marillion,76,3.0
Bronn,77,17.0
Loras_Tyrell,78,2.0
Vardis_Egen,79,2.0
Lysa_Arryn,80,1.0
Robin_Arryn,81,3.0
Mord,82,1.0
Mhaegen,83,1.0
Osha,84,5.0
Stiv,85,1.0
Wallen,86,1.0
Dothraki_Crone,87,1.0
Rhaego,88,2.0
Beric_Dondarrion,89,9.0
Joss,90,2.0
Tywin_Lannister,91,4.0
Armeca,92,1.0
Little_Bird,93,2.0
Wine_Merchant,94,1.0
Othell_Yarwyck,95,2.0
Jaremy_Rykker,96,1.0
Tomard,97,1.0
Varly,98,1.0
Vayon_Poole,99,1.0
Meryn_Trant,100,2.0
Red_Keep_Stableboy,101,1.0
Othor,102,1.0
Jafer_Flowers,103,1.0
Shagga,104,2.0
Mirri_Maz_Duur,105,2.0
Mago,106,1.0
Greatjon_Umber,107,5.0
Timett,108,2.0
Kevan_Lannister,109,3.0
Chella,110,1.0
Lannister_Messenger,111,1.0
Lannister_Scout,112,1.0
Walder_Frey,113,1.0
Joyeuse_Erenford,114,1.0
Stevron_Frey,115,1.0
Ryger_Rivers,116,1.0
Shae,117,2.0
King's_Landing_Baker,118,1.0
Street_Urchin,119,1.0
Rickard_Karstark,120,4.0
Jonos_Bracken,121,1.0
Leo_Lefford,122,1.0
Addam_Marbrand,123,1.0
Hot_Pie,124,6.0
Lommy_Greenhands,125,2.0
Dontos_Hollard,126,2.0
Lord_Portan,127,1.0
Northern_Lord,128,1.0
Aggo,129,1.0
Kovarro,130,2.0
Eddison_Tollett,131,8.0
Craster,132,1.0
Gilly,133,12.0
Melisandre,134,8.0
Maester_Cressen,135,1.0
Davos_Seaworth,136,14.0
Matthos_Seaworth,137,2.0
Stannis_Baratheon,138,10.0
Selyse_Baratheon,139,3.0
Alton_Lannister,140,2.0
Daisy,141,1.0
Barra,142,1.0
Jaqen_H'ghar,143,4.0
Rorge,144,3.0
Biter,145,3.0
Goldcloak,146,1.0
Captain's_Daughter,147,1.0
Brothel_Customer,148,1.0
Podrick_Payne,149,14.0
Lordsport_Dockhand,150,1.0
Yara_Greyjoy,151,12.0
Balon_Greyjoy,152,1.0
Salladhor_Saan,153,3.0
Margaery_Tyrell,154,2.0
Brienne_of_Tarth,155,22.0
Colen_of_Greenpools,156,1.0
Gerard,157,1.0
Drowned_Priest,158,1.0
Amory_Lorch,159,2.0
Polliver,160,3.0
Rennick,161,1.0
Lannister_Guard,162,3.0
Roose_Bolton,163,8.0
Talisa_Maegyr,164,6.0
Wounded_Lannister_Soldier,165,1.0
Old_Woman_Prisoner,166,1.0
Tortured_Prisoner,167,1.0
The_Tickler,168,1.0
Spice_King,169,1.0
Xaro_Xhoan_Daxos,170,1.0
Pyat_Pree,171,1.0
Silk_King,172,1.0
Protestor,173,1.0
Black_Lorren,174,2.0
Dagmer_Cleftjaw,175,3.0
Reginald_Lannister,176,1.0
Hallyne,177,1.0
Qartheen_Woman,178,1.0
Quaithe,179,1.0
Winterfell_Shepherd,180,2.0
Qhorin_Halfhand,181,2.0
Farlen,182,1.0
Ygritte,183,12.0
High_Septon,184,2.0
King's_Landing_Rioter_#1,185,1.0
King's_Landing_Rioter_#2,186,1.0
King's_Landing_Rioter_#3,187,1.0
Quent,188,1.0
Drennan,189,1.0
Torrhen_Karstark,190,1.0
Handmaid,191,2.0
Jacks,192,1.0
Rattleshirt,193,2.0
Stark_Messenger,194,1.0
Mandon_Moore,195,1.0
Singing_Lannister_Soldier,196,1.0
Captain_of_the_Archers,197,1.0
Soldier_Tom,198,1.0
Stark_Soldier,199,1.0
Septon,200,2.0
Jaqen's_Disguise,201,1.0
Man_of_the_Nightswatch,202,1.0
Dongo_the_Giant,203,3.0
Tormund_Giantsbane,204,17.0
Mance_Rayder,205,6.0
Mirelle,206,1.0
Boat_Commander,207,1.0
Qyburn,208,4.0
Margaery's_Handmaiden,209,1.0
Orphan_Kid,210,1.0
Kraznys_mo_Nakloz,211,1.0
Missandei,212,12.0
Unsullied,213,1.0
Warlock,214,1.0
Jojen_Reed,215,8.0
Master_Torturer,216,1.0
Riverlands_Traveller,217,1.0
King's_Landing_Tailor,218,1.0
Olenna_Tyrell,219,5.0
Tyrell_Servant,220,1.0
Orell,221,6.0
Meera_Reed,222,9.0
Thoros_of_Myr,223,8.0
Anguy,224,3.0
Ramsay_Snow,225,4.0
Locke,226,6.0
Hoster_Tully,227,1.0
Brynden_Tully,228,3.0
Edmure_Tully,229,4.0
Martyn_Lannister,230,1.0
Willem_Lannister,231,1.0
Karl_Tanner,232,1.0
Craster's_Wife,233,1.0
Craster's_Younger_Wife,234,1.0
Baby_Sam,235,12.0
Tortured_Slave,236,1.0
Greizhen_mo_Ullhor,237,1.0
Genna,238,1.0
Marei,239,1.0
Kayla,240,1.0
Sorcerer,241,1.0
Tyrell_Lady,242,1.0
Bannen,243,1.0
Karstark_Lookout,244,1.0
Shireen_Baratheon,245,3.0
Grey_Worm,246,11.0
Olyvar,247,1.0
Black_Walder_Rivers,248,2.0
Lothar_Frey,249,2.0
Razdal_mo_Eraz,250,2.0
Myranda,251,2.0
Violet,252,1.0
Steelshanks_Walton,253,2.0
The_Bear,254,1.0
Mero,255,1.0
Prendahl_na_Ghezn,256,1.0
Daario_Naharis,257,6.0
Yunkai'i_Whore,258,1.0
Merry_Frey,259,1.0
Hog_Farmer,260,1.0
Old_Man,261,2.0
Wendel_Manderly,262,1.0
Roslin_Frey,263,1.0
Frey_Guard,264,1.0
Desmond_Crakehall,265,1.0
Eldrick_Sarsfield,266,1.0
Frey_Soldier_#1,267,1.0
Frey_Soldier_#2,268,1.0
Todder,269,2.0
Fruit_Vendor,270,1.0
Lord_Blackmont,271,1.0
Oberyn_Martell,272,1.0
Ellaria_Sand,273,5.0
Whore_#1,274,1.0
Whore_#2,275,1.0
Morgan,276,2.0
Morgan's_Friend,277,1.0
Styr,278,4.0
Thenn_Warg,279,3.0
Ser_Endrew_Tarth,280,1.0
Innkeeper's_Daughter,281,1.0
Innkeeper,282,1.0
Tansy,283,1.0
Walda_Bolton,284,2.0
Mace_Tyrell,285,2.0
Axell_Florent,286,1.0
Musician_#1,287,2.0
Musician_#2,288,2.0
Musician_#3,289,2.0
King_Joffrey_Baratheon_Dwarf,290,1.0
King_Stannis_Baratheon_Dwarf,291,1.0
King_Renly_Baratheon_Dwarf,292,1.0
King_Robb_Stark_Dwarf,293,1.0
King_Balon_Greyjoy_Dwarf,294,1.0
Farmer_Hamlet,295,1.0
Farmer's_Daughter,296,1.0
Night's_Watchman,297,1.0
Mole's_Town_Whore,298,1.0
Mole's_Town_Madam,299,1.0
King's_Landing_Whore,300,1.0
Olly,301,2.0
Guymon,302,1.0
Olly's_Mother,303,1.0
Hizdahr_zo_Loraq,304,1.0
Oznak_zo_Pahl,305,1.0
Mossador,306,1.0
Elder_Meereen_Slave,307,1.0
Valyrian_Slave,308,1.0
Great_Master_#1,309,1.0
Sissy,310,1.0
Craster's_Wife_#2,311,1.0
Craster's_Wife_#3,312,1.0
Morag,313,1.0
The_Night_King,314,9.0
Donnel_Waynwood,315,1.0
Tycho_Nestoris,316,2.0
Lhara,317,1.0
Bathhouse_Prostitute,318,1.0
Bolton_Guard,319,1.0
First_Mate,320,1.0
Ironborn_in_Skiff,321,1.0
Goatherd,322,2.0
Goatherd's_Son,323,1.0
Manservant,324,1.0
Kegs,325,1.0
Black_Jack_Bulwer,326,1.0
Mully,327,1.0
Ralf_Kenning,328,1.0
Adrack_Humble,329,1.0
Yohn_Royce,330,4.0
Anya_Waynwood,331,1.0
Vance_Corbray,332,1.0
Mag_the_Mighty,333,2.0
Donnel_Hill,334,1.0
Cooper,335,1.0
Fennesz,336,1.0
Leaf,337,3.0
Ternesio_Terys,338,2.0
Young_Cersei_Lannister,339,1.0
Melara_Hetherspoon,340,1.0
Maggy,341,1.0
White_Rat,342,1.0
Vala,343,1.0
Sparring_Boy,344,1.0
Strong_Sam_Stone,345,1.0
Faceless_Man,346,1.0
Inn_Waitress,347,1.0
Eyrie_Guard,348,2.0
Lollys_Stokeworth,349,1.0
Trystane_Martell,350,3.0
Doran_Martell,351,2.0
Areo_Hotah,352,2.0
Son_of_the_Harpy,353,1.0
Dwarf_Hunter_#1,354,1.0
Dwarf_Hunter_#2,355,1.0
Denys_Mallister,356,1.0
Mallister_Supporter,357,1.0
Street_Tough_#1,358,1.0
Street_Tough_#2,359,1.0
Despondent_Man,360,1.0
The_Waif,361,1.0
Old_Woman,362,1.0
Bowen_Marsh,363,1.0
The_Stranger,364,1.0
The_Warrior,365,1.0
The_Smith,366,1.0
The_Mother,367,1.0
The_Maiden,368,1.0
The_Crone,369,1.0
High_Sparrow,370,1.0
Beggar_Woman,371,1.0
Red_Priestess,372,2.0
Brothel_Guard,373,1.0
Sellsword_#1,374,1.0
Sellsword_#2,375,1.0
The_Mother_of_Dragons,376,1.0
Clea,377,1.0
Merchant_Captain,378,2.0
Faith_Militant_#1,379,1.0
Faith_Militant_#2,380,1.0
Whore_#3,381,1.0
Whore_#4,382,1.0
Whore_#5,383,1.0
Whore_#6,384,1.0
Lead_Kingsguard,385,1.0
Lead_Dornish_Guard,386,1.0
Obara_Sand,387,4.0
Tyene_Sand,388,4.0
Nymeria_Sand,389,4.0
Second_Son,390,1.0
Great_Master_#2,391,1.0
Great_Master_#3,392,1.0
Great_Master_#4,393,1.0
Great_Master_#5,394,1.0
Great_Master_#6,395,1.0
Great_Master_#7,396,1.0
Winter_Town_Man,397,1.0
Stone_Man,398,1.0
Ghita,399,1.0
Malko,400,2.0
Slaver,401,1.0
Derek,402,1.0
Brant,403,1.0
Yezzan_zo_Qaggaz,404,2.0
Tyrell_Guard,405,1.0
Septa_Unella,406,1.0
Thin_Man,407,1.0
Braavosi_Captain,408,1.0
Karsi,409,1.0
Loboda,410,1.0
Wun_Wun,411,6.0
Dim_Dalba,412,2.0
Johnna,413,2.0
Willa,414,3.0
Sailor,415,1.0
Lannister_Guard_#1,416,1.0
Lannister_Guard_#2,417,1.0
Brusco,418,1.0
Young_Braavosi,419,1.0
Braavosi_Madam,420,1.0
Whore,421,1.0
Brea,422,1.0
Anara,423,1.0
Aya,424,1.0
Pit_Announcer,425,1.0
Baratheon_General,426,3.0
Baratheon_Soldier_#1,427,1.0
Baratheon_Soldier_#2,428,1.0
Gordy,429,1.0
Simpson,430,1.0
Brothel_Child_#1,431,1.0
Brothel_Child_#2,432,1.0
Septa_Moelle,433,1.0
Septa_Scolera,434,1.0
King's_Landing_Drunkard,435,1.0
King's_Landing_Flasher_#1,436,1.0
King's_Landing_Flasher_#2,437,1.0
Loyal_Night's_Watchman_#1,438,1.0
Loyal_Night's_Watchman_#2,439,1.0
Night's_Watchman_#1,440,1.0
Night's_Watchman_#2,441,1.0
Maester_Wolkan,442,1.0
Bolton_Officer,443,1.0
Bolton_Soldier,444,1.0
Maester_Caleotte,445,1.0
Meereenese_Homeless_Mother,446,1.0
Zanrush,447,1.0
Akho,448,2.0
Qhono,449,8.0
Khal_Moro,450,2.0
Moro's_Wife_#1,451,1.0
Moro's_Wife_#2,452,1.0
Dothraki_Bloodrider_#1,453,2.0
Dothraki_Bloodrider_#2,454,2.0
Young_Ned_Stark,455,3.0
Young_Rodrik_Cassel,456,1.0
Young_Benjen_Stark,457,1.0
Young_Lyanna_Stark,458,1.0
Wyllis,459,1.0
Young_Nan,460,1.0
King's_Landing_Boaster,461,1.0
Lannister_Captain,462,1.0
Harald_Karstark,463,2.0
Newborn_Bolton,464,1.0
Euron_Greyjoy,465,6.0
Aeron_Greyjoy,466,1.0
Arthur_Dayne,467,1.0
Gerold_Hightower,468,1.0
Howland_Reed,469,1.0
High_Priestess,470,1.0
Ornela,471,1.0
Dothraki_Widow_#1,472,1.0
Dothraki_Widow_#2,473,1.0
Frances,474,1.0
Arthur,475,1.0
Little_Bird_#3,476,1.0
Little_Bird_#4,477,1.0
Little_Bird_#5,478,1.0
Little_Bird_#6,479,1.0
Little_Bird_#7,480,1.0
Smalljon_Umber,481,2.0
Belicho_Paenymion,482,1.0
Kesh,483,1.0
Ash,484,1.0
Dothraki_Woman_Having_Sex,485,1.0
Dothraki_Man_Having_Sex,486,1.0
Iggo,487,1.0
Khal_Forzho,488,1.0
Khal_Brozho,489,1.0
Khal_Rhalko,490,1.0
Khal_Qorro,491,1.0
Izembaro,492,1.0
Lady_Crane,493,1.0
Camello,494,1.0
Bobono,495,1.0
Bianca,496,1.0
Clarenzo,497,1.0
Mummer_#2,498,1.0
Mummer_#3,499,1.0
Mummer_#4,500,1.0
Musician_#4,501,1.0
Musician_#5,502,1.0
Braavosi_Woman_#1,503,1.0
Braavosi_Woman_#2,504,1.0
Braavosi_Theatre_Server,505,1.0
Braavosi_Theatre_Sound_Artist,506,1.0
Margaery_Tyrell_Mummer,507,1.0
Ironborn_#1,508,1.0
Ironborn_#2,509,1.0
Ironborn_#3,510,1.0
Kinvara,511,1.0
Rickard_Stark,512,1.0
Aerys_Targaryen,513,1.0
Melessa_Tarly,514,1.0
Talla_Tarly,515,1.0
Randyll_Tarly,516,4.0
Dickon_Tarly,517,4.0
Kitty_Frey,518,1.0
Brother_Ray,519,1.0
Lyanna_Mormont,520,4.0
Bear_Island_Maester,521,2.0
Robett_Glover,522,2.0
Volantene_Whore_#1,523,1.0
Volantene_Whore_#2,524,1.0
Volantene_Whore_#3,525,1.0
Volantene_Whore_#4,526,1.0
Volantene_Whore_#5,527,1.0
Ironborn_at_Brothel,528,1.0
Ironborn_Abusing_a_Volantene_Whore,529,1.0
Northman_Rioter,530,1.0
Wildling_Rioter,531,1.0
Lem_Lemoncloak,532,2.0
Gatins,533,1.0
Westerosi_Trader,534,1.0
The_Waif's_Disguise,535,1.0
Riddell,536,1.0
Steve,537,1.0
Lannister_Soldier,538,1.0
Tully_Bannerman,539,1.0
Bolton_General,540,1.0
Tommen's_Manservant,541,1.0
Citadel_Maester,542,1.0
Lyanna_Stark,543,2.0
Baby_Jon_Snow,544,1.0
Wyman_Manderly,545,1.0
Cley_Cerwyn,546,1.0
Wun_Wun_Wight,547,2.0
Mag_the_Mighty_Wight,548,1.0
Alys_Karstark,549,1.0
Ned_Umber,550,2.0
Archmaester_Ebrose,551,1.0
Harrag,552,2.0
Bernadette,553,1.0
Koner,554,1.0
Henk,555,1.0
Maester_Sandhu,556,1.0
Kevin_Eldon,557,1.0
Laurence_Spellman,558,1.0
Adele_Smyth-Kennedy,559,1.0
Rhaegar_Targaryen,560,1.0
Winterfell_Boy,561,2.0
Village_Woman,562,1.0
Harry_Strickland,563,2.0
Craya,564,1.0
Dirah,565,1.0
Fergus,566,1.0
Teela,567,1.0
Martha,568,1.0
Eleanor,569,1.0
Eleanor's_Daughter,570,1.0
Northern_Guard,571,1.0
Unsullied_Soldier,572,1.0
Dornish_Lord,573,1.0
Lord_#1,574,1.0
Lord_#2,575,1.0
Lord_#3,576,1.0
Lord_#4,577,1.0
