userid,vertexid,value
Mirri_Maz_Duur,105,11.0
Mago,106,8.0
Greatjon_Umber,107,17.0
Timett,108,13.0
Kevan_Lannister,109,48.0
Chella,110,8.0
Lannister_Messenger,111,7.0
Lannister_Scout,112,5.0
Walder_Frey,113,22.0
Joyeuse_Erenford,114,20.0
Stevron_Frey,115,8.0
Ryger_Rivers,116,8.0
Shae,117,67.0
King's_Landing_Baker,118,6.0
Street_Urchin,119,6.0
Rickard_Karstark,120,18.0
Jonos_Bracken,121,7.0
Leo_Lefford,122,5.0
Addam_Marbrand,123,5.0
Hot_Pie,124,24.0
Lommy_Greenhands,125,11.0
Dontos_Hollard,126,40.0
Lord_Portan,127,6.0
Northern_Lord,128,6.0
Aggo,129,2.0
Kovarro,130,14.0
Eddison_Tollett,131,82.0
Craster,132,14.0
Gilly,133,84.0
Melisandre,134,78.0
Maester_Cressen,135,5.0
Davos_Seaworth,136,98.0
Matthos_Seaworth,137,6.0
Stannis_Baratheon,138,59.0
Selyse_Baratheon,139,26.0
Alton_Lannister,140,24.0
Daisy,141,19.0
Barra,142,14.0
Jaqen_H'ghar,143,56.0
Rorge,144,13.0
Biter,145,13.0
Goldcloak,146,8.0
Captain's_Daughter,147,1.0
Brothel_Customer,148,29.0
Podrick_Payne,149,108.0
Lordsport_Dockhand,150,2.0
Yara_Greyjoy,151,58.0
Balon_Greyjoy,152,5.0
Salladhor_Saan,153,8.0
Margaery_Tyrell,154,69.0
Brienne_of_Tarth,155,119.0
Colen_of_Greenpools,156,3.0
Gerard,157,3.0
Drowned_Priest,158,3.0
Amory_Lorch,159,13.0
Polliver,160,16.0
Rennick,161,6.0
Lannister_Guard,162,24.0
Roose_Bolton,163,27.0
Talisa_Maegyr,164,29.0
Wounded_Lannister_Soldier,165,6.0
Old_Woman_Prisoner,166,10.0
Tortured_Prisoner,167,10.0
The_Tickler,168,10.0
Spice_King,169,7.0
Xaro_Xhoan_Daxos,170,13.0
Pyat_Pree,171,13.0
Silk_King,172,7.0
Protestor,173,3.0
Black_Lorren,174,13.0
Dagmer_Cleftjaw,175,14.0
Reginald_Lannister,176,3.0
Hallyne,177,16.0
Qartheen_Woman,178,11.0
Quaithe,179,13.0
Winterfell_Shepherd,180,8.0
Qhorin_Halfhand,181,9.0
Farlen,182,4.0
Ygritte,183,37.0
High_Septon,184,41.0
King's_Landing_Rioter_#1,185,13.0
King's_Landing_Rioter_#2,186,13.0
King's_Landing_Rioter_#3,187,13.0
Quent,188,5.0
Drennan,189,9.0
Torrhen_Karstark,190,4.0
Handmaid,191,32.0
Jacks,192,4.0
Rattleshirt,193,10.0
Stark_Messenger,194,6.0
Mandon_Moore,195,24.0
Singing_Lannister_Soldier,196,16.0
Captain_of_the_Archers,197,16.0
Soldier_Tom,198,3.0
Stark_Soldier,199,3.0
Septon,200,8.0
Jaqen's_Disguise,201,4.0
Man_of_the_Nightswatch,202,7.0
Dongo_the_Giant,203,7.0
Tormund_Giantsbane,204,97.0
Mance_Rayder,205,17.0
Mirelle,206,5.0
Boat_Commander,207,2.0
Qyburn,208,86.0
Margaery's_Handmaiden,209,12.0
Orphan_Kid,210,12.0
Kraznys_mo_Nakloz,211,11.0
Missandei,212,80.0
Unsullied,213,6.0
Warlock,214,6.0
Jojen_Reed,215,32.0
Master_Torturer,216,2.0
Riverlands_Traveller,217,3.0
King's_Landing_Tailor,218,5.0
Olenna_Tyrell,219,62.0
Tyrell_Servant,220,5.0
Orell,221,13.0
Meera_Reed,222,46.0
Thoros_of_Myr,223,17.0
Anguy,224,7.0
Ramsay_Snow,225,33.0
Locke,226,29.0
Hoster_Tully,227,7.0
Brynden_Tully,228,26.0
Edmure_Tully,229,42.0
Martyn_Lannister,230,9.0
Willem_Lannister,231,9.0
Karl_Tanner,232,23.0
Craster's_Wife,233,10.0
Craster's_Younger_Wife,234,10.0
Baby_Sam,235,66.0
Tortured_Slave,236,6.0
Greizhen_mo_Ullhor,237,9.0
Genna,238,7.0
Marei,239,41.0
Kayla,240,34.0
Sorcerer,241,3.0
Tyrell_Lady,242,8.0
Bannen,243,9.0
Karstark_Lookout,244,8.0
Shireen_Baratheon,245,22.0
Grey_Worm,246,84.0
Olyvar,247,37.0
Black_Walder_Rivers,248,19.0
Lothar_Frey,249,24.0
Razdal_mo_Eraz,250,15.0
Myranda,251,15.0
Violet,252,3.0
Steelshanks_Walton,253,5.0
The_Bear,254,5.0
Mero,255,8.0
Prendahl_na_Ghezn,256,8.0
Daario_Naharis,257,50.0
Yunkai'i_Whore,258,8.0
Merry_Frey,259,10.0
Hog_Farmer,260,2.0
Old_Man,261,16.0
Wendel_Manderly,262,14.0
Roslin_Frey,263,14.0
Frey_Guard,264,14.0
Desmond_Crakehall,265,10.0
Eldrick_Sarsfield,266,10.0
Frey_Soldier_#1,267,3.0
Frey_Soldier_#2,268,3.0
Todder,269,17.0
Fruit_Vendor,270,6.0
Lord_Blackmont,271,12.0
Oberyn_Martell,272,41.0
Ellaria_Sand,273,59.0
Whore_#1,274,32.0
Whore_#2,275,32.0
Morgan,276,22.0
Morgan's_Friend,277,17.0
Styr,278,23.0
Thenn_Warg,279,18.0
Ser_Endrew_Tarth,280,6.0
Innkeeper's_Daughter,281,4.0
Innkeeper,282,4.0
Tansy,283,6.0
Walda_Bolton,284,12.0
Mace_Tyrell,285,71.0
Axell_Florent,286,5.0
Musician_#1,287,49.0
Musician_#2,288,49.0
Musician_#3,289,49.0
King_Joffrey_Baratheon_Dwarf,290,23.0
King_Stannis_Baratheon_Dwarf,291,23.0
King_Renly_Baratheon_Dwarf,292,23.0
King_Robb_Stark_Dwarf,293,23.0
King_Balon_Greyjoy_Dwarf,294,23.0
Farmer_Hamlet,295,5.0
Farmer's_Daughter,296,5.0
Night's_Watchman,297,11.0
Mole's_Town_Whore,298,10.0
Mole's_Town_Madam,299,4.0
King's_Landing_Whore,300,17.0
Olly,301,37.0
Guymon,302,6.0
Olly's_Mother,303,6.0
Hizdahr_zo_Loraq,304,20.0
Oznak_zo_Pahl,305,11.0
Mossador,306,15.0
Elder_Meereen_Slave,307,11.0
Valyrian_Slave,308,11.0
Great_Master_#1,309,21.0
Sissy,310,15.0
Craster's_Wife_#2,311,11.0
Craster's_Wife_#3,312,11.0
Morag,313,15.0
The_Night_King,314,50.0
Donnel_Waynwood,315,9.0
Tycho_Nestoris,316,21.0
Lhara,317,22.0
Bathhouse_Prostitute,318,5.0
Bolton_Guard,319,6.0
First_Mate,320,6.0
Ironborn_in_Skiff,321,6.0
Goatherd,322,12.0
Goatherd's_Son,323,2.0
Manservant,324,6.0
Kegs,325,8.0
Black_Jack_Bulwer,326,8.0
Mully,327,8.0
Ralf_Kenning,328,2.0
Adrack_Humble,329,2.0
Yohn_Royce,330,51.0
Anya_Waynwood,331,8.0
Vance_Corbray,332,5.0
Mag_the_Mighty,333,17.0
Donnel_Hill,334,16.0
Cooper,335,16.0
Fennesz,336,7.0
Leaf,337,19.0
Ternesio_Terys,338,2.0
Young_Cersei_Lannister,339,2.0
Melara_Hetherspoon,340,2.0
Maggy,341,2.0
White_Rat,342,2.0
Vala,343,18.0
Sparring_Boy,344,5.0
Strong_Sam_Stone,345,5.0
Faceless_Man,346,5.0
Inn_Waitress,347,5.0
Eyrie_Guard,348,5.0
Lollys_Stokeworth,349,2.0
Trystane_Martell,350,9.0
Doran_Martell,351,10.0
Areo_Hotah,352,10.0
Son_of_the_Harpy,353,8.0
Dwarf_Hunter_#1,354,5.0
Dwarf_Hunter_#2,355,5.0
Denys_Mallister,356,10.0
Mallister_Supporter,357,10.0
Street_Tough_#1,358,2.0
Street_Tough_#2,359,2.0
Despondent_Man,360,1.0
The_Waif,361,31.0
Old_Woman,362,7.0
Bowen_Marsh,363,23.0
The_Stranger,364,8.0
The_Warrior,365,8.0
The_Smith,366,8.0
The_Mother,367,8.0
The_Maiden,368,8.0
The_Crone,369,8.0
High_Sparrow,370,46.0
Beggar_Woman,371,8.0
Red_Priestess,372,8.0
Brothel_Guard,373,8.0
Sellsword_#1,374,8.0
Sellsword_#2,375,8.0
The_Mother_of_Dragons,376,8.0
Clea,377,8.0
Merchant_Captain,378,7.0
Faith_Militant_#1,379,20.0
Faith_Militant_#2,380,20.0
Whore_#3,381,20.0
Whore_#4,382,20.0
Whore_#5,383,20.0
Whore_#6,384,20.0
Lead_Kingsguard,385,20.0
Lead_Dornish_Guard,386,7.0
Obara_Sand,387,15.0
Tyene_Sand,388,19.0
Nymeria_Sand,389,15.0
Second_Son,390,16.0
Great_Master_#2,391,12.0
Great_Master_#3,392,12.0
Great_Master_#4,393,12.0
Great_Master_#5,394,12.0
Great_Master_#6,395,12.0
Great_Master_#7,396,12.0
Winter_Town_Man,397,2.0
Stone_Man,398,3.0
Ghita,399,7.0
Malko,400,4.0
Slaver,401,3.0
Derek,402,8.0
Brant,403,8.0
Yezzan_zo_Qaggaz,404,16.0
Tyrell_Guard,405,5.0
Septa_Unella,406,28.0
Thin_Man,407,18.0
Braavosi_Captain,408,5.0
Karsi,409,8.0
Loboda,410,11.0
Wun_Wun,411,27.0
Dim_Dalba,412,7.0
Johnna,413,9.0
Willa,414,21.0
Sailor,415,16.0
Lannister_Guard_#1,416,16.0
Lannister_Guard_#2,417,16.0
Brusco,418,16.0
Young_Braavosi,419,16.0
Braavosi_Madam,420,16.0
Whore,421,16.0
Brea,422,16.0
Anara,423,16.0
Aya,424,16.0
Pit_Announcer,425,7.0
Baratheon_General,426,10.0
Baratheon_Soldier_#1,427,5.0
Baratheon_Soldier_#2,428,5.0
Gordy,429,4.0
Simpson,430,4.0
Brothel_Child_#1,431,6.0
Brothel_Child_#2,432,6.0
Septa_Moelle,433,12.0
Septa_Scolera,434,12.0
King's_Landing_Drunkard,435,12.0
King's_Landing_Flasher_#1,436,12.0
King's_Landing_Flasher_#2,437,12.0
Loyal_Night's_Watchman_#1,438,12.0
Loyal_Night's_Watchman_#2,439,12.0
Night's_Watchman_#1,440,3.0
Night's_Watchman_#2,441,10.0
Maester_Wolkan,442,41.0
Bolton_Officer,443,5.0
Bolton_Soldier,444,5.0
Maester_Caleotte,445,4.0
Meereenese_Homeless_Mother,446,3.0
Zanrush,447,6.0
Akho,448,16.0
Qhono,449,57.0
Khal_Moro,450,15.0
Moro's_Wife_#1,451,9.0
Moro's_Wife_#2,452,9.0
Dothraki_Bloodrider_#1,453,15.0
Dothraki_Bloodrider_#2,454,15.0
Young_Ned_Stark,455,26.0
Young_Rodrik_Cassel,456,8.0
Young_Benjen_Stark,457,8.0
Young_Lyanna_Stark,458,7.0
Wyllis,459,8.0
Young_Nan,460,8.0
King's_Landing_Boaster,461,7.0
Lannister_Captain,462,7.0
Harald_Karstark,463,14.0
Newborn_Bolton,464,5.0
Euron_Greyjoy,465,37.0
Aeron_Greyjoy,466,7.0
Arthur_Dayne,467,5.0
Gerold_Hightower,468,5.0
Howland_Reed,469,5.0
High_Priestess,470,18.0
Ornela,471,18.0
Dothraki_Widow_#1,472,10.0
Dothraki_Widow_#2,473,10.0
Frances,474,22.0
Arthur,475,22.0
Little_Bird_#3,476,22.0
Little_Bird_#4,477,22.0
Little_Bird_#5,478,22.0
Little_Bird_#6,479,22.0
Little_Bird_#7,480,22.0
Smalljon_Umber,481,12.0
Belicho_Paenymion,482,13.0
Kesh,483,8.0
Ash,484,8.0
Dothraki_Woman_Having_Sex,485,10.0
Dothraki_Man_Having_Sex,486,10.0
Iggo,487,10.0
Khal_Forzho,488,12.0
Khal_Brozho,489,12.0
Khal_Rhalko,490,12.0
Khal_Qorro,491,12.0
Izembaro,492,21.0
Lady_Crane,493,22.0
Camello,494,21.0
Bobono,495,21.0
Bianca,496,21.0
Clarenzo,497,23.0
Mummer_#2,498,21.0
Mummer_#3,499,21.0
Mummer_#4,500,21.0
Musician_#4,501,21.0
Musician_#5,502,21.0
Braavosi_Woman_#1,503,21.0
Braavosi_Woman_#2,504,21.0
Braavosi_Theatre_Server,505,21.0
Braavosi_Theatre_Sound_Artist,506,21.0
Margaery_Tyrell_Mummer,507,21.0
Ironborn_#1,508,6.0
Ironborn_#2,509,6.0
Ironborn_#3,510,6.0
Kinvara,511,5.0
Rickard_Stark,512,7.0
Aerys_Targaryen,513,14.0
Melessa_Tarly,514,6.0
Talla_Tarly,515,6.0
Randyll_Tarly,516,16.0
Dickon_Tarly,517,16.0
Kitty_Frey,518,5.0
Brother_Ray,519,6.0
Lyanna_Mormont,520,49.0
Bear_Island_Maester,521,6.0
Robett_Glover,522,21.0
Volantene_Whore_#1,523,8.0
Volantene_Whore_#2,524,8.0
Volantene_Whore_#3,525,8.0
Volantene_Whore_#4,526,8.0
Volantene_Whore_#5,527,8.0
Ironborn_at_Brothel,528,8.0
Ironborn_Abusing_a_Volantene_Whore,529,8.0
Northman_Rioter,530,6.0
Wildling_Rioter,531,6.0
Lem_Lemoncloak,532,4.0
Gatins,533,5.0
Westerosi_Trader,534,3.0
The_Waif's_Disguise,535,6.0
Riddell,536,5.0
Steve,537,5.0
Lannister_Soldier,538,7.0
Tully_Bannerman,539,7.0
Bolton_General,540,8.0
Tommen's_Manservant,541,19.0
Citadel_Maester,542,3.0
Lyanna_Stark,543,5.0
Baby_Jon_Snow,544,3.0
Wyman_Manderly,545,9.0
Cley_Cerwyn,546,9.0
Wun_Wun_Wight,547,19.0
Mag_the_Mighty_Wight,548,3.0
Alys_Karstark,549,37.0
Ned_Umber,550,20.0
Archmaester_Ebrose,551,3.0
Harrag,552,13.0
Bernadette,553,7.0
Koner,554,6.0
Henk,555,6.0
Maester_Sandhu,556,1.0
Kevin_Eldon,557,8.0
Laurence_Spellman,558,8.0
Adele_Smyth-Kennedy,559,5.0
Rhaegar_Targaryen,560,3.0
Winterfell_Boy,561,13.0
Village_Woman,562,13.0
Harry_Strickland,563,18.0
Craya,564,9.0
Dirah,565,9.0
Fergus,566,29.0
Teela,567,37.0
Martha,568,4.0
Eleanor,569,13.0
Eleanor's_Daughter,570,13.0
Northern_Guard,571,3.0
Unsullied_Soldier,572,4.0
Dornish_Lord,573,17.0
Lord_#1,574,17.0
Lord_#2,575,17.0
Lord_#3,576,17.0
Lord_#4,577,17.0
