userid,vertexid,value
369,274,29.0
1958,275,29.0
149,276,18.0
2021,277,17.0
914,278,29.0
711,279,12.0
498,280,17.0
2207,281,9.0
521,282,10.0
737,283,23.0
652,284,86.0
657,285,19.0
14,286,18.0
1943,287,48.0
1017,288,14.0
2161,289,37.0
2271,290,22.0
1586,291,71.0
1357,292,22.0
739,293,36.0
194,294,17.0
844,295,19.0
820,296,23.0
2104,297,33.0
756,298,24.0
36,299,51.0
2226,300,12.0
1629,301,16.0
1921,302,40.0
286,303,36.0
970,304,22.0
741,305,10.0
1677,306,46.0
951,307,92.0
2170,308,7.0
2037,309,6.0
1083,310,5.0
2053,311,31.0
141,312,58.0
553,313,40.0
690,314,26.0
1865,315,26.0
584,316,44.0
2126,317,21.0
490,318,15.0
899,319,18.0
1735,320,12.0
1239,321,34.0
1683,322,11.0
2255,323,7.0
1012,324,22.0
1482,325,25.0
656,326,13.0
2031,327,29.0
235,328,51.0
2143,329,20.0
629,330,23.0
1625,331,11.0
898,332,14.0
1111,333,14.0
556,334,26.0
1985,335,7.0
1858,336,13.0
1999,337,21.0
1318,338,34.0
1453,339,14.0
2144,340,14.0
559,341,18.0
1891,342,33.0
131,343,4.0
997,344,29.0
1558,345,18.0
1256,346,5.0
1781,347,12.0
1878,348,11.0
95,349,21.0
1303,350,47.0
2142,351,28.0
193,352,25.0
2254,353,42.0
1667,354,19.0
867,355,12.0
187,356,26.0
436,357,28.0
394,358,12.0
1075,359,52.0
1255,360,14.0
2267,361,21.0
1636,362,22.0
381,363,15.0
1995,364,68.0
8,365,9.0
372,366,14.0
353,367,32.0
176,368,10.0
1072,369,49.0
174,370,13.0
1402,371,36.0
44,372,26.0
1428,373,19.0
734,374,18.0
1308,375,24.0
1112,376,17.0
201,377,20.0
762,378,16.0
2043,379,45.0
746,380,32.0
248,381,6.0
665,382,9.0
2064,383,14.0
384,384,15.0
1030,385,22.0
806,386,21.0
1540,387,43.0
600,388,19.0
1624,389,72.0
469,390,25.0
1944,391,13.0
250,392,37.0
1294,393,10.0
1369,394,25.0
1127,395,28.0
1057,396,34.0
754,397,38.0
2218,398,86.0
379,399,8.0
1106,400,55.0
391,401,43.0
1064,402,28.0
1898,403,19.0
1119,404,11.0
393,405,61.0
455,406,14.0
837,407,35.0
575,408,26.0
1184,409,10.0
948,410,49.0
1069,411,35.0
1931,412,22.0
933,413,17.0
1700,414,9.0
1650,415,45.0
316,416,32.0
1018,417,19.0
1235,418,6.0
1556,419,32.0
543,420,48.0
1468,421,29.0
296,422,39.0
1877,423,8.0
1343,424,28.0
1020,425,44.0
346,426,25.0
981,427,14.0
2182,428,31.0
1372,429,70.0
2014,430,15.0
1967,431,32.0
712,432,70.0
197,433,23.0
1364,434,6.0
833,435,34.0
1005,436,42.0
687,437,17.0
1584,438,4.0
1418,439,10.0
987,440,30.0
2158,441,25.0
22,442,140.0
429,443,22.0
335,444,24.0
1836,445,42.0
2087,446,26.0
1139,447,13.0
1448,448,39.0
311,449,37.0
1271,450,9.0
862,451,37.0
1716,452,20.0
704,453,11.0
1465,454,27.0
1457,455,12.0
328,456,16.0
1412,457,12.0
1904,458,24.0
1213,459,16.0
31,460,28.0
17,461,78.0
173,462,74.0
198,463,14.0
1476,464,19.0
881,465,31.0
499,466,20.0
1444,467,42.0
297,468,13.0
2029,469,24.0
71,470,5.0
683,471,15.0
2262,472,5.0
2000,473,40.0
1352,474,56.0
1613,475,31.0
1745,476,37.0
871,477,1.0
1975,478,23.0
1763,479,24.0
1309,480,45.0
1443,481,48.0
2059,482,8.0
2195,483,20.0
927,484,6.0
1818,485,58.0
190,486,41.0
417,487,7.0
1986,488,12.0
1033,489,8.0
786,490,51.0
1504,491,25.0
2223,492,16.0
134,493,9.0
1299,494,33.0
257,495,23.0
295,496,25.0
745,497,1.0
116,498,59.0
1268,499,23.0
83,500,11.0
779,501,46.0
1705,502,23.0
305,503,32.0
992,504,14.0
569,505,35.0
218,506,6.0
1521,507,56.0
478,508,26.0
151,509,37.0
288,510,16.0
1570,511,58.0
1557,512,66.0
2286,513,32.0
448,514,15.0
2007,515,14.0
1091,516,18.0
1855,517,35.0
35,518,19.0
856,519,32.0
1317,520,32.0
1499,521,34.0
1333,522,19.0
2156,523,24.0
472,524,29.0
905,525,1.0
1079,526,13.0
1135,527,18.0
2244,528,48.0
254,529,38.0
2162,530,37.0
1860,531,24.0
459,532,29.0
2145,533,35.0
167,534,9.0
2152,535,9.0
88,536,47.0
2103,537,21.0
1710,538,13.0
128,539,35.0
1404,540,6.0
1389,541,38.0
1327,542,33.0
2177,543,32.0
1041,544,23.0
1177,545,19.0
1046,546,32.0
1676,547,63.0
614,548,11.0
821,549,18.0
1307,550,34.0
1833,551,23.0
1116,552,15.0
1223,553,11.0
1928,554,27.0
1729,555,12.0
291,556,28.0
1545,557,23.0
1576,558,11.0
1544,559,11.0
460,560,28.0
447,561,7.0
958,562,40.0
1143,563,50.0
733,564,78.0
278,565,16.0
636,566,25.0
1815,567,50.0
566,568,17.0
449,569,25.0
1830,570,36.0
1906,571,37.0
921,572,27.0
476,573,15.0
76,574,20.0
627,575,35.0
1905,576,6.0
1956,577,54.0
1060,578,27.0
522,579,15.0
375,580,38.0
1883,581,12.0
175,582,17.0
477,583,43.0
1058,584,24.0
1342,585,30.0
324,586,8.0
2184,587,11.0
790,588,13.0
242,589,60.0
1978,590,16.0
2108,591,41.0
1771,592,21.0
731,593,16.0
2077,594,38.0
504,595,16.0
618,596,59.0
811,597,29.0
1896,598,16.0
515,599,32.0
549,600,16.0
181,601,61.0
2060,602,17.0
1653,603,67.0
608,604,15.0
874,605,28.0
1853,606,9.0
1188,607,23.0
15,608,14.0
186,609,6.0
1474,610,31.0
1336,611,12.0
1211,612,19.0
320,613,22.0
192,614,29.0
1196,615,45.0
2138,616,21.0
443,617,24.0
1104,618,27.0
1731,619,24.0
631,620,20.0
364,621,46.0
1739,622,19.0
237,623,8.0
1295,624,27.0
1548,625,33.0
245,626,16.0
693,627,32.0
1672,628,64.0
725,629,6.0
2154,630,44.0
1227,631,24.0
333,632,13.0
2258,633,46.0
2056,634,28.0
336,635,101.0
1486,636,14.0
1413,637,31.0
785,638,37.0
1200,639,2.0
1668,640,18.0
1937,641,38.0
2091,642,28.0
1913,643,88.0
2055,644,24.0
2155,645,14.0
487,646,8.0
104,647,18.0
896,648,6.0
351,649,52.0
2171,650,22.0
1162,651,43.0
766,652,28.0
1433,653,15.0
63,654,84.0
1640,655,14.0
1585,656,11.0
13,657,98.0
1722,658,17.0
2236,659,47.0
643,660,36.0
277,661,97.0
440,662,10.0
1411,663,23.0
1325,664,72.0
2070,665,19.0
709,666,34.0
511,667,27.0
70,668,25.0
1174,669,22.0
1796,670,28.0
26,671,78.0
855,672,30.0
1706,673,41.0
2150,674,18.0
1840,675,16.0
595,676,7.0
615,677,87.0
1481,678,39.0
2276,679,18.0
1590,680,19.0
453,681,11.0
966,682,10.0
969,683,15.0
1918,684,13.0
1207,685,28.0
69,686,30.0
2062,687,20.0
2073,688,31.0
52,689,35.0
1535,690,27.0
1441,691,23.0
225,692,26.0
2221,693,27.0
2032,694,10.0
2187,695,22.0
995,696,26.0
138,697,6.0
2125,698,43.0
1093,699,11.0
79,700,46.0
408,701,73.0
1517,702,64.0
1253,703,14.0
1647,704,12.0
2205,705,27.0
1762,706,7.0
611,707,11.0
1203,708,26.0
1822,709,48.0
972,710,40.0
155,711,40.0
1319,712,8.0
1390,713,63.0
777,714,11.0
1837,715,33.0
814,716,19.0
344,717,20.0
213,718,27.0
1206,719,31.0
682,720,19.0
1831,721,5.0
1643,722,37.0
418,723,50.0
437,724,15.0
1699,725,30.0
1800,726,18.0
789,727,81.0
20,728,21.0
463,729,12.0
524,730,32.0
2261,731,27.0
877,732,66.0
1026,733,13.0
161,734,42.0
2092,735,40.0
221,736,37.0
67,737,20.0
2273,738,22.0
635,739,20.0
1617,740,32.0
1574,741,15.0
1893,742,36.0
2022,743,25.0
757,744,13.0
405,745,25.0
6,746,20.0
58,747,29.0
1788,748,20.0
928,749,31.0
1077,750,19.0
2266,751,31.0
2292,752,12.0
1637,753,8.0
1245,754,42.0
342,755,32.0
1340,756,39.0
1909,757,44.0
1899,758,12.0
1529,759,32.0
912,760,41.0
2229,761,9.0
1851,762,141.0
1216,763,25.0
1179,764,23.0
764,765,8.0
42,766,22.0
1197,767,7.0
1527,768,62.0
547,769,23.0
964,770,21.0
2100,771,23.0
800,772,28.0
2089,773,22.0
1555,774,26.0
2027,775,21.0
781,776,16.0
1578,777,18.0
1120,778,46.0
1514,779,31.0
1774,780,16.0
92,781,25.0
2280,782,18.0
1302,783,49.0
975,784,20.0
1863,785,9.0
1543,786,35.0
957,787,29.0
732,788,22.0
1814,789,32.0
1405,790,22.0
507,791,31.0
681,792,39.0
396,793,18.0
1997,794,29.0
613,795,10.0
2231,796,15.0
183,797,41.0
103,798,16.0
229,799,27.0
66,800,11.0
73,801,15.0
398,802,11.0
664,803,27.0
1917,804,23.0
2249,805,20.0
1189,806,38.0
91,807,29.0
444,808,35.0
1547,809,53.0
794,810,12.0
546,811,29.0
797,812,19.0
1560,813,14.0
1747,814,8.0
1384,815,24.0
211,816,18.0
1008,817,31.0
294,818,11.0
1960,819,26.0
54,820,15.0
281,821,29.0
730,822,26.0
1938,823,19.0
1265,824,28.0
545,825,78.0
108,826,11.0
641,827,16.0
482,828,30.0
1248,829,42.0
403,830,24.0
1886,831,18.0
1954,832,40.0
1725,833,21.0
577,834,28.0
868,835,27.0
558,836,45.0
1283,837,25.0
518,838,35.0
1549,839,28.0
1396,840,52.0
1932,841,16.0
1537,842,16.0
616,843,18.0
1659,844,31.0
1595,845,53.0
942,846,87.0
2128,847,13.0
1217,848,15.0
1607,849,59.0
2094,850,64.0
425,851,63.0
365,852,45.0
1380,853,5.0
1137,854,13.0
686,855,30.0
525,856,30.0
98,857,23.0
1399,858,14.0
1572,859,7.0
82,860,15.0
1692,861,8.0
666,862,17.0
591,863,24.0
2115,864,25.0
2287,865,17.0
819,866,16.0
1845,867,65.0
2061,868,9.0
2116,869,37.0
612,870,52.0
1180,871,29.0
1573,872,34.0
751,873,11.0
554,874,9.0
1970,875,10.0
266,876,16.0
883,877,20.0
1108,878,31.0
157,879,28.0
2288,880,14.0
823,881,25.0
829,882,24.0
637,883,22.0
93,884,17.0
1742,885,12.0
2148,886,49.0
1117,887,20.0
1875,888,11.0
1368,889,12.0
564,890,77.0
1144,891,8.0
1375,892,14.0
1191,893,18.0
2042,894,37.0
1743,895,18.0
1824,896,7.0
1358,897,27.0
244,898,11.0
438,899,7.0
1881,900,28.0
1737,901,23.0
2049,902,22.0
1542,903,17.0
2140,904,16.0
824,905,20.0
1530,906,18.0
1634,907,19.0
2044,908,55.0
1538,909,28.0
1315,910,17.0
1531,911,36.0
977,912,19.0
796,913,10.0
2198,914,22.0
502,915,34.0
628,916,14.0
1696,917,23.0
640,918,12.0
619,919,37.0
177,920,26.0
1754,921,32.0
812,922,23.0
407,923,8.0
721,924,60.0
707,925,74.0
1861,926,1.0
915,927,8.0
399,928,15.0
540,929,23.0
2085,930,17.0
1204,931,13.0
1610,932,26.0
718,933,41.0
1446,934,20.0
2034,935,11.0
214,936,26.0
990,937,43.0
1868,938,17.0
340,939,34.0
755,940,15.0
2090,941,36.0
1134,942,28.0
2035,943,12.0
1864,944,25.0
419,945,4.0
576,946,24.0
939,947,29.0
1879,948,49.0
484,949,29.0
2124,950,19.0
736,951,19.0
2250,952,45.0
1626,953,29.0
1374,954,25.0
1622,955,11.0
1027,956,52.0
1132,957,19.0
698,958,67.0
16,959,21.0
268,960,18.0
395,961,31.0
1175,962,47.0
207,963,108.0
253,964,14.0
1957,965,28.0
1939,966,46.0
1847,967,20.0
621,968,34.0
1839,969,27.0
39,970,15.0
1301,971,23.0
2230,972,19.0
839,973,21.0
2135,974,41.0
1293,975,30.0
703,976,10.0
784,977,15.0
1588,978,6.0
1107,979,13.0
239,980,15.0
2173,981,37.0
642,982,13.0
887,983,16.0
1786,984,24.0
2020,985,28.0
937,986,30.0
1738,987,23.0
851,988,20.0
2289,989,20.0
148,990,20.0
974,991,51.0
367,992,18.0
1289,993,25.0
724,994,17.0
626,995,20.0
818,996,22.0
2240,997,34.0
1155,998,17.0
2028,999,2.0
1142,1000,14.0
1436,1001,24.0
1770,1002,3.0
383,1003,22.0
1702,1004,36.0
654,1005,16.0
1563,1006,14.0
1285,1007,6.0
903,1008,18.0
312,1009,23.0
1871,1010,11.0
2291,1011,12.0
551,1012,15.0
1284,1013,20.0
1208,1014,23.0
485,1015,57.0
1445,1016,13.0
1760,1017,12.0
1024,1018,12.0
904,1019,24.0
854,1020,20.0
699,1021,33.0
392,1022,34.0
1169,1023,6.0
493,1024,23.0
1887,1025,15.0
1955,1026,35.0
435,1027,9.0
1608,1028,17.0
538,1029,31.0
1410,1030,21.0
1427,1031,16.0
1648,1032,31.0
1946,1033,27.0
1321,1034,58.0
1876,1035,35.0
1761,1036,24.0
943,1037,21.0
727,1038,29.0
2009,1039,11.0
1564,1040,23.0
1212,1041,12.0
1685,1042,20.0
1386,1043,14.0
827,1044,7.0
208,1045,33.0
1095,1046,36.0
2201,1047,15.0
1974,1048,13.0
2180,1049,57.0
759,1050,22.0
2101,1051,17.0
1534,1052,23.0
2275,1053,13.0
1163,1054,36.0
2206,1055,7.0
234,1056,26.0
272,1057,19.0
1477,1058,26.0
2134,1059,16.0
1420,1060,20.0
1329,1061,53.0
357,1062,32.0
1466,1063,12.0
2109,1064,14.0
1783,1065,12.0
1454,1066,16.0
1498,1067,35.0
1806,1068,7.0
479,1069,19.0
940,1070,29.0
321,1071,22.0
219,1072,31.0
1354,1073,15.0
2111,1074,22.0
1605,1075,18.0
1759,1076,16.0
1090,1077,27.0
771,1078,37.0
1259,1079,10.0
1393,1080,35.0
481,1081,12.0
1251,1082,50.0
1122,1083,7.0
2215,1084,9.0
1551,1085,6.0
669,1086,59.0
860,1087,21.0
1305,1088,38.0
503,1089,44.0
919,1090,15.0
210,1091,26.0
870,1092,12.0
1165,1093,40.0
1792,1094,112.0
1641,1095,26.0
1349,1096,50.0
791,1097,19.0
2096,1098,16.0
1371,1099,23.0
852,1100,8.0
1910,1101,11.0
1951,1102,38.0
1004,1103,54.0
1941,1104,30.0
1708,1105,23.0
1811,1106,12.0
1569,1107,7.0
617,1108,4.0
420,1109,16.0
139,1110,23.0
2235,1111,45.0
909,1112,18.0
1922,1113,31.0
889,1114,18.0
1272,1115,15.0
1728,1116,9.0
112,1117,25.0
501,1118,13.0
573,1119,11.0
973,1120,16.0
1971,1121,15.0
457,1122,8.0
891,1123,17.0
1324,1124,32.0
1987,1125,57.0
37,1126,22.0
1,1127,5.0
1361,1128,53.0
432,1129,24.0
650,1130,9.0
466,1131,22.0
28,1132,14.0
61,1133,48.0
692,1134,17.0
1475,1135,10.0
710,1136,28.0
171,1137,15.0
458,1138,68.0
1084,1139,27.0
2165,1140,19.0
2228,1141,18.0
339,1142,30.0
514,1143,40.0
377,1144,35.0
773,1145,29.0
1785,1146,18.0
1715,1147,18.0
953,1148,16.0
763,1149,19.0
2238,1150,26.0
1290,1151,24.0
985,1152,32.0
1873,1153,22.0
2281,1154,32.0
2259,1155,13.0
362,1156,25.0
1779,1157,43.0
760,1158,29.0
100,1159,16.0
2012,1160,14.0
1714,1161,45.0
1161,1162,23.0
1360,1163,14.0
126,1164,1.0
1231,1165,20.0
118,1166,24.0
1559,1167,1.0
662,1168,16.0
2086,1169,13.0
605,1170,32.0
1581,1171,19.0
850,1172,9.0
1320,1173,13.0
743,1174,8.0
1126,1175,7.0
1460,1176,20.0
1523,1177,15.0
1882,1178,22.0
1195,1179,52.0
2080,1180,23.0
1096,1181,23.0
1859,1182,39.0
579,1183,10.0
1370,1184,17.0
1292,1185,29.0
122,1186,20.0
1810,1187,21.0
1236,1188,4.0
265,1189,20.0
516,1190,10.0
1697,1191,13.0
251,1192,25.0
1088,1193,71.0
1071,1194,7.0
2247,1195,22.0
159,1196,39.0
783,1197,16.0
48,1198,34.0
142,1199,16.0
413,1200,40.0
1115,1201,11.0
836,1202,34.0
956,1203,32.0
869,1204,23.0
220,1205,29.0
279,1206,21.0
1260,1207,24.0
189,1208,18.0
1400,1209,24.0
2168,1210,25.0
2011,1211,17.0
1013,1212,38.0
1579,1213,23.0
897,1214,25.0
1456,1215,14.0
544,1216,5.0
541,1217,8.0
325,1218,43.0
978,1219,48.0
512,1220,25.0
2069,1221,14.0
1642,1222,17.0
962,1223,25.0
587,1224,46.0
1567,1225,24.0
1821,1226,20.0
34,1227,10.0
2051,1228,7.0
1493,1229,35.0
1237,1230,28.0
115,1231,45.0
1644,1232,6.0
1594,1233,17.0
2208,1234,12.0
1310,1235,19.0
147,1236,12.0
675,1237,11.0
1296,1238,31.0
363,1239,47.0
227,1240,31.0
1992,1241,11.0
1099,1242,4.0
374,1243,24.0
646,1244,14.0
534,1245,7.0
758,1246,29.0
21,1247,18.0
323,1248,15.0
1209,1249,13.0
441,1250,22.0
1866,1251,34.0
33,1252,5.0
2260,1253,42.0
2270,1254,26.0
1942,1255,19.0
230,1256,20.0
404,1257,17.0
1297,1258,24.0
2151,1259,32.0
249,1260,16.0
744,1261,18.0
1525,1262,18.0
356,1263,10.0
1238,1264,17.0
1040,1265,79.0
1250,1266,20.0
1596,1267,32.0
51,1268,32.0
264,1269,20.0
1497,1270,33.0
1911,1271,2.0
633,1272,17.0
446,1273,28.0
1306,1274,1.0
586,1275,14.0
735,1276,12.0
1171,1277,15.0
1157,1278,35.0
804,1279,30.0
1511,1280,25.0
96,1281,59.0
2199,1282,37.0
1367,1283,38.0
1029,1284,41.0
2127,1285,6.0
866,1286,18.0
944,1287,71.0
805,1288,53.0
917,1289,20.0
645,1290,50.0
1515,1291,9.0
2257,1292,21.0
1461,1293,13.0
1125,1294,19.0
1678,1295,16.0
2019,1296,34.0
1429,1297,21.0
1562,1298,25.0
1718,1299,28.0
1965,1300,51.0
847,1301,53.0
1592,1302,8.0
1160,1303,16.0
2203,1304,6.0
793,1305,13.0
1279,1306,32.0
1748,1307,15.0
1962,1308,26.0
599,1309,17.0
602,1310,11.0
1172,1311,12.0
2189,1312,13.0
127,1313,10.0
1275,1314,2.0
752,1315,11.0
1350,1316,14.0
370,1317,18.0
247,1318,8.0
795,1319,15.0
1469,1320,39.0
442,1321,38.0
2167,1322,9.0
568,1323,22.0
1894,1324,8.0
38,1325,21.0
262,1326,23.0
1773,1327,8.0
1291,1328,14.0
1121,1329,31.0
1880,1330,15.0
1775,1331,18.0
1765,1332,21.0
146,1333,23.0
2095,1334,30.0
1382,1335,8.0
341,1336,17.0
1028,1337,13.0
133,1338,21.0
2274,1339,25.0
954,1340,13.0
1118,1341,21.0
1577,1342,21.0
1620,1343,19.0
1316,1344,17.0
1407,1345,7.0
1458,1346,3.0
2114,1347,11.0
2245,1348,8.0
1464,1349,13.0
949,1350,18.0
2163,1351,24.0
879,1352,20.0
2040,1353,9.0
530,1354,31.0
2278,1355,15.0
41,1356,156.0
2106,1357,10.0
40,1358,24.0
961,1359,19.0
111,1360,22.0
136,1361,29.0
1073,1362,22.0
352,1363,35.0
1526,1364,39.0
293,1365,16.0
1049,1366,14.0
1080,1367,26.0
1940,1368,21.0
307,1369,26.0
1649,1370,24.0
2081,1371,24.0
168,1372,85.0
1341,1373,34.0
12,1374,11.0
90,1375,12.0
2256,1376,2.0
1772,1377,58.0
1993,1378,18.0
306,1379,25.0
303,1380,13.0
1867,1381,16.0
908,1382,39.0
1480,1383,24.0
2179,1384,15.0
848,1385,42.0
119,1386,19.0
1852,1387,1.0
1437,1388,44.0
1166,1389,25.0
902,1390,3.0
1220,1391,54.0
1680,1392,29.0
1081,1393,11.0
1798,1394,7.0
397,1395,33.0
355,1396,30.0
1720,1397,28.0
570,1398,17.0
1176,1399,9.0
588,1400,8.0
1362,1401,30.0
2234,1402,24.0
831,1403,8.0
910,1404,31.0
222,1405,16.0
1450,1406,10.0
768,1407,23.0
548,1408,14.0
361,1409,21.0
563,1410,76.0
1764,1411,12.0
1098,1412,18.0
389,1413,15.0
1532,1414,35.0
292,1415,38.0
32,1416,6.0
1619,1417,23.0
2252,1418,9.0
774,1419,15.0
1288,1420,22.0
217,1421,60.0
1508,1422,34.0
1736,1423,30.0
1611,1424,35.0
1826,1425,11.0
935,1426,44.0
934,1427,17.0
1430,1428,16.0
81,1429,25.0
1884,1430,13.0
330,1431,29.0
283,1432,27.0
1339,1433,21.0
1701,1434,82.0
2248,1435,30.0
691,1436,13.0
289,1437,27.0
424,1438,17.0
1892,1439,13.0
77,1440,16.0
2200,1441,14.0
2169,1442,56.0
1381,1443,9.0
261,1444,14.0
729,1445,11.0
89,1446,18.0
185,1447,26.0
310,1448,14.0
2264,1449,30.0
1241,1450,32.0
422,1451,16.0
932,1452,22.0
273,1453,4.0
1684,1454,45.0
679,1455,12.0
2157,1456,8.0
1149,1457,12.0
1528,1458,13.0
2121,1459,56.0
2166,1460,6.0
658,1461,6.0
963,1462,10.0
792,1463,14.0
85,1464,22.0
1039,1465,3.0
1671,1466,11.0
497,1467,20.0
1471,1468,15.0
412,1469,26.0
11,1470,15.0
1733,1471,42.0
1150,1472,34.0
274,1473,27.0
2015,1474,23.0
1221,1475,16.0
4,1476,6.0
1447,1477,47.0
30,1478,31.0
2213,1479,9.0
1141,1480,10.0
1749,1481,12.0
1713,1482,10.0
2041,1483,17.0
1286,1484,54.0
931,1485,32.0
1233,1486,32.0
154,1487,18.0
106,1488,26.0
1228,1489,26.0
1042,1490,14.0
471,1491,39.0
965,1492,66.0
1408,1493,10.0
1021,1494,38.0
152,1495,19.0
144,1496,5.0
748,1497,18.0
2074,1498,24.0
203,1499,16.0
287,1500,117.0
1920,1501,7.0
2174,1502,17.0
1066,1503,16.0
1280,1504,11.0
2119,1505,15.0
1923,1506,47.0
565,1507,17.0
1689,1508,29.0
1669,1509,11.0
1902,1510,9.0
701,1511,16.0
1249,1512,112.0
1979,1513,52.0
358,1514,30.0
1062,1515,14.0
1673,1516,14.0
609,1517,12.0
1666,1518,39.0
241,1519,25.0
901,1520,18.0
349,1521,14.0
672,1522,22.0
1633,1523,8.0
2002,1524,19.0
1158,1525,13.0
2067,1526,28.0
406,1527,34.0
2098,1528,24.0
2283,1529,2.0
1835,1530,49.0
2001,1531,15.0
2068,1532,10.0
2214,1533,20.0
922,1534,10.0
1952,1535,14.0
892,1536,33.0
2137,1537,17.0
1000,1538,11.0
807,1539,56.0
2220,1540,13.0
259,1541,13.0
952,1542,10.0
960,1543,20.0
1045,1544,45.0
1651,1545,25.0
1778,1546,11.0
644,1547,33.0
464,1548,33.0
1278,1549,11.0
1953,1550,7.0
1925,1551,17.0
1582,1552,16.0
842,1553,11.0
1790,1554,49.0
1092,1555,42.0
2194,1556,30.0
156,1557,22.0
117,1558,28.0
2130,1559,31.0
9,1560,51.0
882,1561,25.0
1949,1562,20.0
1756,1563,14.0
582,1564,25.0
166,1565,4.0
1593,1566,16.0
2210,1567,21.0
941,1568,41.0
